status,partNumber,application,oem,category,subcategory,sourceUrl,officialImageUrl,imageFile,mrp,sellingPrice,stock
READY,M-647 B,TATA INDIGO ECS / TATA DICOR TATA SUPPER ACE / CR4 / SAFARI / 1.4 L TATA INTRA V10 V20 / V30 / BS-IV / BS-VI ACE / INTRA / INDIGO / TIAGO / ALTROZ / NEXON / CURVV / INTRA V30 1.4 DiCOR / 1.05L REVOTORQ (DIESEL) ENG. TATA NANO 624cc PETROL ENGINE,572420100101 / 279720100105,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-647-b,https://mekoautoindia.com/image/catalog/product_images/M-647BNew.png,M-647_B.png,,,0
READY,M-647 C,TATA ACE MEGA HEAVY DUTY ACE CNG NEW MODEL ( 2 MTG. HOLE PUMP),571020100103,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-647-c,https://mekoautoindia.com/image/catalog/product_images/M-647C.2.png,M-647_C.png,,,0
READY,M-647 D,TATA INTRA CNG V10 LHD 800 CC BS-IV / BS-VI ( 3 MTG. HOLE PUMP),571020100107,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-647-d,https://mekoautoindia.com/image/catalog/product_images/M-647%20D.2.png,M-647_D.png,,,0
READY,M-624,TATA SUMO / WINGER,2547 2010 0118 / 2523201100105,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-624,https://mekoautoindia.com/image/catalog/product_images/M-624.2.png,M-624.png,,,0
READY,M-629,TATA ARIA / XENON / HARRIER / HEXA / MOVUS / TATA SUMO GRANDE 2.2 TATA SAFARI DICOR 2.2 SAFARI STORME / ARIA / SUMO GRANDE / XENON 2.2L VTT DiCOR ENG.,278920100102 / 278920100106,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-629,https://mekoautoindia.com/image/catalog/product_images/M-629.2.png,M-629.png,,,0
READY,M-630,INDICA VISTA / INDIGO MANZA ( 7 PK BELT PULLEY ),,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-630,https://mekoautoindia.com/image/catalog/product_images/M-630.png,M-630.png,,,0
READY,M-670,LEYLAND DOST BS-IV,B9708235,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-670,https://mekoautoindia.com/image/catalog/product_images/M-670.2.png,M-670.png,,,0
READY,M-657 E,"EICHER PRO 3015 / 3016 / 1116 N/M (HOUSING PROFILE BIGGER THAN M-657 C, IMPELLER DIA : 110 MM, S.G. IRON PULLEY DIA : 104 MM)",,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-657-e,https://mekoautoindia.com/image/catalog/product_images/M-657E.2.png,M-657_E.png,,,0
READY,M-657 D,"EICHER JUMBO BUS BS IV (ALUMINIUM HOUSING WITH S.G. IRON GRADED PULLEY FASTENED ON HUB) (IMPELLER DIA : 99 MM, PULLEY DIA : 104 MM)",ID 316831,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-657-d,https://mekoautoindia.com/image/catalog/product_images/M-657D.2.png,M-657_D.png,,,0
READY,M-657 F,EICHER NEW MODEL (ALUMINIUM HOUSING WITHOUT PULLEY),ID 316831,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-657-f,https://mekoautoindia.com/image/catalog/product_images/M-657F.2.png,M-657_F.png,,,0
READY,M-660,"EICHER E474 / E366 DIESEL BS-VI ENGINE (WITH SG IRON GRADED PULLEY, DIA : 75 MM)",ID 606720 / ID 329877 ID 606730 / ID 351834,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-660,https://mekoautoindia.com/image/catalog/product_images/M-660.2.png,M-660.png,,,0
READY,M-607,EICHER CANTER OLD MODEL,ME-015045,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-607,https://mekoautoindia.com/image/catalog/product_images/M-607.3.png,M-607.png,,,0
READY,M-658,EICHER CANTER MINI OLD MODEL,80291950 / ID 205997,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-658,https://mekoautoindia.com/image/catalog/product_images/M-658.2.png,M-658.png,,,0
READY,M-626 B,"MAHINDRA XYLO S.U.V. / GENIO (ALUM. PUMP WITH 6 PK BELT PULLEY, SIDE PIPE CLOSE; ONE SIDE TUBE, BOTTOM TUBE AND ELBOW OUTLET IN HOUSING)",0304GC0040N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-626-b,https://mekoautoindia.com/image/catalog/product_images/M-626%20B.png,M-626_B.png,,,0
READY,M-626 A,"MAHINDRA ZOOM LOAD KING CRDI / TOURISTER 25 SEAT (ALUM. PUMP WITH 5 PK BELT PULLEY, SIDE PIPE CLOSE; ONLY ONE ELBOW OUTLET IN HOUSING)",0304EC0550N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-626-a,https://mekoautoindia.com/image/catalog/product_images/M-626A.2.png,M-626_A.png,,,0
READY,M-619,MAHINDRA SCORPIO S.U.V. (C.I. PUMP WITH 7 PK BELT PULLEY; ONE TUBE OUTLET IN HOUSING),24239,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-619,https://mekoautoindia.com/image/catalog/product_images/M-619.2.png,M-619.png,,,0
READY,M-619 A,MAHINDRA BUS NAVI STAR N/M / SCORPIO (C.I. PUMP WITH 7 PK BELT PULLEY; ONE ELBOW AND TWO TUBE OUTLETS IN HOUSING),,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-619-a,https://mekoautoindia.com/image/catalog/product_images/M-619A.2.png,M-619_A.png,,,0
READY,M-619 B,MAHINDRA NAVI STAR MAHINDRA BLAZO (S/F 6 CYL),0304EAV00010N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-619-b,https://mekoautoindia.com/image/catalog/product_images/M-619%20B.png,M-619_B.png,,,0
READY,M-663,MAHINDRA BOLERO (SUITABLE FOR ALL MODELS) BOLERO PICK UP 1ST GEN. / 2ND GEN. 2.5 L / MAXI TRUCK / MAXX PICK UP / PICKUP FB EXTRA LONG (PULLEY GROOVE OD: 112 MM),0304EB0390N 0301BB0970N 0301BB0770N 0301BAB01320N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-663,https://mekoautoindia.com/image/catalog/product_images/M-663.png,M-663.png,,,0
READY,M-663 A,MAHINDRA BOLERO (WITH SMALLER PULLEY GROOVE OD: 101 MM),,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-663-a,https://mekoautoindia.com/image/catalog/product_images/M-663A.png,M-663_A.png,,,0
READY,M-656,MAHINDRA SCORPIO LOADKING 2.6 LTR TOURISTER 25 SEAT (CAST IRON PUMP WITH 5 PK BELT PULLEY; BOTH BACK PIPE AND SIDE PIPE OUTLETS CLOSED IN HOUSING),0304EC0250N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-656,https://mekoautoindia.com/image/catalog/product_images/M-656.png,M-656.png,,,0
READY,M-666,MAHINDRA LOADKING 576 DI TOURISTER 32 SEATER CRDI ENG. (CAST IRON PUMP WITH 5 PK BELT PULLEY; ONE OUTLET TUBE IN HOUSING),0304EC0360N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-666,https://mekoautoindia.com/image/catalog/product_images/M-666.png,M-666.png,,,0
READY,M-667,MAHINDRA LOADKING 576 DI (CAST IRON PUMP WITH 5 PK BELT PULLEY; ONE OUTLET TUBE IN HOUSING),0304EC0450L,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-667,https://mekoautoindia.com/image/catalog/product_images/M-667.png,M-667.png,,,0
READY,M-668,MAHINDRA MAXIMO WITH TUBE (5 PK BELT PULLEY),31DAU00111N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-668,https://mekoautoindia.com/image/catalog/product_images/M-668.1.png,M-668.png,,,0
READY,M-668 A,MAHINDRA MAXIMO LOADKING BS-II MAHINDRA SUPRO (WITH 5 PK BELT PULLEY AND A VERTICAL TUBE IN HOUSING),S0306B000011N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-668-a,https://mekoautoindia.com/image/catalog/product_images/M-668A.2.png,M-668_A.png,,,0
READY,M-673,MAHINDRA JEETO,0304EAU00251N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-673,https://mekoautoindia.com/image/catalog/product_images/M-673.2.png,M-673.png,,,0
READY,M-641,MAHINDRA GENIO / XYLO (ALUM. PUMP WITH 6 PK SMALL PULLEY AND TWO OUTLET TUBES IN HOUSING),0304EB0501N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-641,https://mekoautoindia.com/image/catalog/product_images/M-641.2.png,M-641.png,,,0
READY,M-672,MAHINDRA EAGLE / HAWK S.U.V (4 PK BELT PULLEY),0304EM0050N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-672,https://mekoautoindia.com/image/catalog/product_images/M-672.2.png,M-672.png,,,0
READY,M-672 A,MAHINDRA XUV 500 (WITH 6 PK BELT PULLEY FASTENED ON HUB) TUV300 DIESEL ENG.,0304EAM00240N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-672-a,https://mekoautoindia.com/image/catalog/product_images/M-672%20A.png,M-672_A.png,,,0
READY,M-672 B,MAHINDRA TUV 300 / MAHINDRA XUV500 DIESEL ENG.,0311DAM00581N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-672-b,https://mekoautoindia.com/image/catalog/product_images/M-672B.png,M-672_B.png,,,0
READY,M-672 C,MAHINDRA VERITO / RENAULT DUSTER,0304EAM00240N,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-672-c,https://mekoautoindia.com/image/catalog/product_images/M-672C.2.png,M-672_C.png,,,0
READY,M-615 A BELT,MAHINDRA JEEP DIESEL A BELT DX-556 (WITH SINGLE GROOVE PULLEY A BELT) (FAN MTG. DIA : 33 MM),84490,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-615-a-belt,https://mekoautoindia.com/image/catalog/product_images/M-615A.2.png,M-615_A_BELT.png,,,0
READY,M-615 B BELT,MAHINDRA JEEP DIESEL B BELT DX-556 (WITH SINGLE BELT PULLEY B GROOVE) (FAN MTG. DIA : 33 MM),51620,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-615-b-belt,https://mekoautoindia.com/image/catalog/product_images/M-615B.2.png,M-615_B_BELT.png,,,0
READY,M-675,FORD FIESTA DIESEL TRACTOR (GEAR - 21 TEETH),,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-675,https://mekoautoindia.com/image/catalog/product_images/M-675.png,M-675.png,,,0
READY,M-675 A,FORD FIESTA TITANIUM / ECO SPORT TRACTOR (GEAR - 19 TEETH),,Automotive Water Pump Assemblies,Light Trucks And Buses,https://mekoautoindia.com/product/m-675-a,https://mekoautoindia.com/image/catalog/product_images/M-675%20A.png,M-675_A.png,,,0
READY,M-809,MAHINDRA B-275 TRACTOR (PREMIER 137D DIESEL ENG.) (FAN MTG. DIA : 33.20 MM),005551027R91 703820R95 / 555736R91 5555118R91 3065132R92,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-809,https://mekoautoindia.com/image/catalog/product_images/M-809.2.png,M-809.png,,,0
READY,M-810,MAHINDRA B-275 DI INTL 575 DI MODEL TRACTOR (WITH LONG MOUTH) (FAN MTG. DIA : 33.20 MM),5554716R91 / 5555095R91 006003264A92 0555716R93 006016788891,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-810,https://mekoautoindia.com/image/catalog/product_images/M-810.2.png,M-810.png,,,0
READY,M-814,MAHINDRA SARPANCH (NST) INTL. 595 TURBO DI ENG. TRACTOR (FAN MTG. DIA : 33.20 MM),006003265A92,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-814,https://mekoautoindia.com/image/catalog/product_images/M-814.2.png,M-814.png,,,0
READY,M-814 A,MAHINDRA PUMP 4540 & 4550 MODELS TRACTOR (WITH ONE TUBE IN HOUSING) (FAN MTG. DIA : 33.20 MM),006016788 B91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-814-a,https://mekoautoindia.com/image/catalog/product_images/M-814%20A.png,M-814_A.png,,,0
READY,M-837,MAHINDRA ARJUN DI NEW MODEL TRACTOR (WITH SINGLE GROOVE C.I. PULLEY AND LONG OUTLET TUBE IN HOUSING),006002847C91 / C3 | 00600203C91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-837,https://mekoautoindia.com/image/catalog/product_images/M-837.2.png,M-837.png,,,0
READY,M-839,MAHINDRA ARJUN NOVO 605 DI-I TRACTOR (ELECTRONIC FUEL TYPE WITH TWO TUBES),006005618F4 | 006025604 H91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-839,https://mekoautoindia.com/image/catalog/product_images/M-839new.png,M-839.png,,,0
READY,M-839 A,MAHINDRA 6565 ARJUN ULTRA HIGH DISCHARGE TRACTOR (WITH SINGLE TUBE) (FAN MTG. DIA : 30 MM),006004367F94,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-839-a,https://mekoautoindia.com/image/catalog/product_images/M-839%20A.2.png,M-839_A.png,,,0
READY,M-839 B,MAHINDRA DHRUV / YUVO TRACTOR (FAN MTG. DIA : 30 MM),006014971V91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-839-b,https://mekoautoindia.com/image/catalog/product_images/M-839B.2.png,M-839_B.png,,,0
READY,M-843,MAHINDRA AGNI YUVRAJ 215 MINI TRACTOR (FAN MTG. DIA : 24 MM),006011797B91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-843,https://mekoautoindia.com/image/catalog/product_images/M-843.png,M-843.png,,,0
READY,M-846,MAHINDRA YUVRAJ 215 TRACTOR (FAN MTG. DIA : 24 MM),006009094B91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-846,https://mekoautoindia.com/image/catalog/product_images/M-846.1.png,M-846.png,,,0
READY,M-862 B,MAHINDRA JIVO 225 DI TRACTOR (FAN MTG. DIA : 26 MM),(Not Listed),Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-862-b,https://mekoautoindia.com/image/catalog/product_images/M-862B.1.png,M-862_B.png,,,0
READY,M-866,MAHINDRA SWARAJ 843 XM 42-45 HP TRACTOR (WITH ADJUSTABLE DOUBLE GROOVE PULLEY) (PULLEY GROOVE OD : 158 MM),006002102B91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-866,https://mekoautoindia.com/image/catalog/product_images/M-866.png,M-866.png,,,0
READY,M-823,MAHINDRA HINDUSTAN 50 / 60 TRACTOR,1050598,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-823,https://mekoautoindia.com/image/catalog/product_images/M-823.1.png,M-823.png,,,0
READY,M-1001 A,PERKINS MF A4.212 - A4.236 (WITH PULLEY) TRACTOR (PULLEY GROOVE OD : 124 MM) (FAN MTG. DIA : 41 MM),U5MW0104 / U5MW0064 / 41312323 / 3637411M91 / 3641832M91 / 4131A013 / 41312143 / 41313201,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1001-a,https://mekoautoindia.com/image/catalog/product_images/M-1001A.2.png,M-1001_A.png,,,0
READY,M-1001 B,PERKINS MF A4.212 - A4.236 (WITH PULLEY) TRACTOR (PULLEY GROOVE OD : 118.5 MM) (FAN MTG. DIA : 41 MM),U5MW0104 / 3641832M91 / 4131A013 / U5MW0064 / 41312323 / 3637411M91 / 41312201 / 41312143 / 990091 / 999037K,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1001-b,https://mekoautoindia.com/image/catalog/product_images/M-1001B.2.png,M-1001_B.png,,,0
READY,M-1001 C,PERKINS MF A4.212 - A4.236 (WITH PULLEY) TRACTOR (PULLEY GROOVE OD : 143 MM) (FAN MTG. DIA : 41 MM),U5MW0104 / 4131A013 / 41312143,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1001-c,https://mekoautoindia.com/image/catalog/product_images/M-1001C.2.png,M-1001_C.png,,,0
READY,M-1002,PERKINS ENGINE 1004-40T - A4-238 / 1004-4 1004G 4.41 / 4.236 / 4.248 TRACTOR (WITHOUT PULLEY),U5MW0195 / U5MW0108 / 4222002M91 / 3637468M91 / 328361A1 / 3637468 / 3641263M91 / 41313227,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1002,https://mekoautoindia.com/image/catalog/product_images/M-1002.2.png,M-1002.png,,,0
READY,M-1002 A,PERKINS ENGINE 1004-40T A4-238 TRACTOR (WITH PULLEY) (PULLEY GROOVE OD : 143 MM) (FAN MTG. DIA : 41 MM),U5MW0104 / 3641832M91 / 4131A013 / U5MW0064 / 41312323 / 3637411M91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1002-a,https://mekoautoindia.com/image/catalog/product_images/M-1002A.2.png,M-1002_A.png,,,0
READY,M-1003,"PERKINS 1000 SERIES 1004-40T, 1006-60TA (GEAR-16 TEETH) TRACTOR",U5MW0195 / 3637468 / 3641263M91 / 41313227 / U5MW0108 / 4222002M91 / 3641263M91 / 41313227 / 3637468M91 / 332 / H0895 / 02/202510 / U5MW0193,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1003,https://mekoautoindia.com/image/catalog/product_images/M-1003.2.png,M-1003.png,,,0
READY,M-1003 A,"PERKINS 1000 SERIES 1004-40T, 1006-60TA (GEAR-19 TEETH) TRACTOR",U5MW0196 U5MW196 4224708M91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1003-a,https://mekoautoindia.com/image/catalog/product_images/M-1003%20A.1.png,M-1003_A.png,,,0
READY,M-1004,"PERKINS 1004-40T, 1006-60TW TRACTOR (* HOUSING HEIGHT FROM MOUNTING FACE TO TOP COLLAR FACE - 104 MM, * BEARING SLEEVE DIA IS 38 MM, * BACK PLATE WITHOUT HOLES & SCREWS, * THE HOUSING TOP COLLAR HAS RADIUS)",U5MW0156 / U5MW0159 / U5MW0160 / 4222466M91 / 02/200911 / 02/201391 / 02/201896 / 332/H0894 / 149-0539,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1004,https://mekoautoindia.com/image/catalog/product_images/M-1004new.png,M-1004.png,,,0
READY,M-1004 B,"PERKINS 1006-60, 1006-60T, 1006-6T TRACTOR CAST IRON IMPELLER & BACK PLATE SAME AS M-1004 (OEM- U5MW0156 ) HOUSING HEIGHT FROM MOUNTING FACE TO TOP COLLAR FACE - 108 MM. BEARING SLEEVE DIA - 30 MM. HOUSING TOP COLLAR IS STRAIGHT WITHOUT RADIUS.",U5MW0160 / 4223566M91 / U5MW0144 / 5MW0156 / U5MW0157 / 4131E012,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1004-b,https://mekoautoindia.com/image/catalog/product_images/M-1004B.2.png,M-1004_B.png,,,0
READY,M-1004 A,PERKINS TRACTOR PLATE IS DIFFERENT. IT IS WITH HOLES & BOLTS / SCREWS. CAST IRON IMPELLER DIFFERENT FROM M-1004 / M-1004 B. INTEGRAL SHAFT BEARING SLEEVE DIA IS 30 MM. HOUSING HEIGHT FROM MOUNTING FACE TO TOP COLLAR FACE - 98 MM.,U5MW0092 / 0140 / 0144 / 0157 / 3637243M91 / 4222028M91 / 02/201985 / 3637249M91 / 3638694M91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1004-a,https://mekoautoindia.com/image/catalog/product_images/M-1004A.2.png,M-1004_A.png,,,0
READY,M-1005,PERKINS 1104 C TRACTOR BACK PLATE & THE HOUSING MOUNTING FACE HAS 7 HOLES. THE CAST IRON IMPELLER IS DIFFERENT FROM M-1005 A. THE HOUSING TOP ALLUMINIUM GASKET IS SAME.,U5MW0194 / U5MW0206 / 4131A062 / 02201840 / 02202480 / 4225069M91 / 4226913M91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1005,https://mekoautoindia.com/image/catalog/product_images/M-1005.2.png,M-1005.png,,,0
READY,M-1005 A,PERKINS 1104D-44 2160 2200 TRACTOR BACK PLATE & THE HOUSING MOUNTING FACE HAS 8 HOLES. THE CAST IRON IMPELLER IS DIFFERENT FROM M-1005. THE HOUSING TOP ALLUMINIUM GASKET IS SAME.,U5MW0208 / U5MW0204 / U5MW0207 / 4131A113,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1005-a,https://mekoautoindia.com/image/catalog/product_images/M-1005A.2.png,M-1005_A.png,,,0
READY,M-1006 A,PERKINS-MF 241/245 ( EXPORT MODEL )TRACTOR ( WITH SMALLER PULLEY HUB ) ( FAN HUB THREAD SIZE 5/16 * 24 UNF & HOUSING BOLTS SIZE 5/16 * 18 UNC ) ( PULLEY GROOVE OD : 109 MM ) ( HUB DIA : 62.80 MM ) ( FAN MTG. DIA : 26.80 MM ),41312487 / 41312154 / 3641823M91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1006-a,https://mekoautoindia.com/image/catalog/product_images/M-1006A.2.png,M-1006_A.png,,,0
READY,M-1006 B,PERKINS-MF 241/245 TRACTOR (EXPORT MODEL) (WITHOUT PULLEY & WITHOUT NUT / BOLTS),U5MW0097 / U5MW002341312784 / 747542M9181718104 / 957E8501B / 1413134023639509M1 / 4222506M91U5MW0057 / U5MW0096 / S.65014EM5408 / BEPCO 24/130-75E,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1006-b,https://mekoautoindia.com/image/catalog/product_images/M-1006B.2.png,M-1006_B.png,,,0
READY,M-1006 C,PERKINS ENG. PUMP TRACTOR (EXPORT MODEL) (MF 241 / 245 PULLEY WITH A DIFFERENT HOUSING) (FAN MTG. DIA : 41 MM),,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1006-c,https://mekoautoindia.com/image/catalog/product_images/M-1006%20C.3.png,M-1006_C.png,,,0
READY,M-1007,PERKINS-MF 241/245 TRACTOR (EXPORT MODEL) (WITH A DIFFERENT BIGGER PULLEY) (PULLEY GROOVE OD : 129 MM) (FAN MTG. DIA : 41 MM),4131 2784,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1007,https://mekoautoindia.com/image/catalog/product_images/M-1007.2.png,M-1007.png,,,0
READY,M-1008,IMT 539 / 540 / 542 MF 1040 TRACTOR FORKLIFT PERKINS ENG. 1383603 U5MW0088 (EXPORT MODEL) (PULLEY GROOVE OD : 118 MM) (FAN MTG. DIA : 41 MM),U5MW0088 / 3639511M13641790M91 / 3641376M91U5MW0088 / 41312574 / 1413125743639511M1 / 3637372M91U5MW0061 / U5MW0055 / 41312167,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008,https://mekoautoindia.com/image/catalog/product_images/M-1008.2.png,M-1008.png,,,0
READY,M-1008 W,PERKINS-MF 1040 TRACTOR (EXPORT MODEL) (WITHOUT PULLEY) U5MW0088,U5MW0088 3639511M1 3641790M91 3641376M91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-w,https://mekoautoindia.com/image/catalog/product_images/M-1008%20W.png,M-1008_W.png,,,0
READY,M-1008 B,PERKINS-MF 1040 TRACTOR (EXPORT MODEL) U5MW0089 (PULLEY GROOVE OD : 108 MM) (FAN MTG. DIA : 41 MM),3637372M91 / U5MW0089,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-b,https://mekoautoindia.com/image/catalog/product_images/M-1008B.2.png,M-1008_B.png,,,0
READY,M-1008 BW,PERKINS-MF 1040 TRACTOR (WITHOUT PULLEY) (EXPORT MODEL),3637372M91,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-bw,https://mekoautoindia.com/image/catalog/product_images/M-1008%20BW.1.png,M-1008_BW.png,,,0
READY,M-1008 C,PERKINS-MF 1040 A BELT (13 MM) (EXPORT MODEL) (PULLEY GROOVE OD : 108 MM) (FAN MTG. DIA : 41 MM),U5MW0061 U5MW0055 / 41312167,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-c,https://mekoautoindia.com/image/catalog/product_images/M-1008%20CN.png,M-1008_C.png,,,0
READY,M-1008 CB,PERKINS-MF 1040 TRACTOR B BELT (16 MM) (EXPORT MODEL) (PULLEY GROOVE OD : 118 MM) (FAN MTG. DIA : 41 MM),U5MW0061 U5MW0055 / 41312167,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-cb,https://mekoautoindia.com/image/catalog/product_images/M-1008%20CB.png,M-1008_CB.png,,,0
READY,M-1008 CW,PERKINS-MF 1040 TRACTOR (WITHOUT PULLEY) (EXPORT MODEL),U5MW0061 U5MW0055 / 41312167,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-cw,https://mekoautoindia.com/image/catalog/product_images/M-1008%20CW.png,M-1008_CW.png,,,0
READY,M-1008 D / M-807,IMT 533 / IMT 537 TRACTOR MF PERKINS AD3.152 P3 ENG. (WITH PULLEY) (EXPORT MODEL) (PULLEY GROOVE OD : 114.5 MM) (FAN MTG. DIA : 41 MM),41312518 / 03406100,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-d-m-807,https://mekoautoindia.com/image/catalog/product_images/M-1008D.2.png,M-1008_D_M-807.png,,,0
READY,M-1008 E,PERKINS / MOTORE TIPO 3.144 - 3.152 FORD NEW HOLLAND DEXTA SUPER DEXTA TRACTOR (EXPORT MODEL) (PULLEY GROOVE OD : 109 MM) (FAN MTG. DIA : 41 MM),957E8501B / 81718104,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1008-e,https://mekoautoindia.com/image/catalog/product_images/M-1008E.2.png,M-1008_E.png,,,0
READY,M-1009,PERKINS ENGINE 6-354T TRACTOR,U5MW0111 / 41312557 / 41313018 / 41313045,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1009,https://mekoautoindia.com/image/catalog/product_images/M-1009.2.png,M-1009.png,,,0
READY,M-1010,PERKINS 6.354.4 ENG. TRACTOR MF PERKINS 2106-6202,U5MW0129 / 3641314M913641886M91 / U5MW0129 / 02/10210002/102105 / 02/102138 / 332/H089202/100226 / 02/101701 / 4131301041313025 / 41313033 / 4131304741313049 / 41313059 / 4131306241313065 / 7W-4557 / 3637466M913640277M1,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-1010,https://mekoautoindia.com/image/catalog/product_images/M-1010.2.png,M-1010.png,,,0
READY,M-865,"SWARAJ 855 XM L / M FLANGE TYPE HEAVY DUTY TRACTOR (PULLEY WITH 4 HOLES, P.C.D.: 55 MM; FAN MTG. DIA : 40 MM)",P713040 A,Automotive Water Pump Assemblies,Tractors,https://mekoautoindia.com/product/m-865,https://mekoautoindia.com/image/catalog/product_images/M-865.2.png,M-865.png,,,0
